lval,op,rval,Estimate,Est. Std,Std. Err,z-value,p-value
F5,~~,F5,4.64174535663947e-18,0.9999999999999998,0.0414901618211756,1.1187580748741638e-16,1.0
F5,~~,F1,0.004790983595034801,22687723.905834507,0.008230410629813086,0.5821074804090908,0.5604942868365057
F5,~~,F2,-0.0004859488634521859,-48964171.07674208,0.002170374227848603,-0.223900955417253,0.8228343722873968
F6,~~,F6,3.4078529918196596e-18,1.0789159327852573e-17,11.545904840381262,2.951568576852078e-19,1.0
F7,~~,F7,0.3620552411716945,0.5765887426238401,0.012083827415503517,29.96196723872576,0.0
BFI_11,~~,BFI_11,1.9672404585618142,0.9951402598519681,0.039883526225523214,49.32463712934104,0.0
BFI_12,~~,BFI_12,1.9728608507670975,0.9733496929237432,0.053629750586255485,36.78668703777127,0.0
BFI_13,~~,BFI_13,2.010498543937503,0.9908315461487684,0.042121699418927266,47.730708200874744,0.0
BFI_21,~~,BFI_21,1.982692997932809,0.9999892975576872,0.039729460893778094,49.90485532093911,0.0
BFI_22,~~,BFI_22,1.9074312325624239,0.9483756183060472,0.23147253610374488,8.240421367739636,2.220446049250313e-16
BFI_23,~~,BFI_23,2.0087488398230122,0.9992469361303008,0.040388935888582646,49.73512660285563,0.0
BFI_31,~~,BFI_31,1.2679244833129961,0.6239686983053446,5.521090760635562,0.22965108495459854,0.818362907527779
BFI_32,~~,BFI_32,1.9740342885700224,0.9999841466159173,0.03955757699107916,49.902811007997144,0.0
BFI_33,~~,BFI_33,1.9567751164929343,0.9983267033693494,0.04581584410850538,42.70957251853761,0.0
BFI_41,~~,BFI_41,1.9562590498738008,0.9999468672907131,0.03921288098891014,49.88817451023723,0.0
BFI_42,~~,BFI_42,1.9827676227962494,0.9869047878349453,0.043736700888118596,45.334183477234994,0.0
BFI_43,~~,BFI_43,1.8922405854765423,0.947881534100846,0.08155448564230473,23.202164424807293,0.0
BFI_51,~~,BFI_51,2.0029108476152606,1.0,0.05772534316794181,34.69725319351405,0.0
BFI_52,~~,BFI_52,2.0207882651448523,1.0,0.04339005471220676,46.57261389739107,0.0
BFI_53,~~,BFI_53,2.002980180819735,1.0000000000000002,0.04023952859174483,49.77643254948249,0.0
ad_att_1,~~,ad_att_1,0.3857274884404718,0.5497932173615335,0.009712121810495451,39.71608840242484,0.0
ad_att_2,~~,ad_att_2,0.5023879519655342,0.6364570935244745,0.01172368329633908,42.852398791731346,0.0
ad_att_3,~~,ad_att_3,0.5146280192669535,0.5711677675686075,0.01268161926945625,40.58062367996311,0.0
ad_att_4,~~,ad_att_4,0.5622018830157638,0.4678460197817203,0.015735852038162634,35.727451021818375,0.0
intent_1,~~,intent_1,0.30211596861674134,0.32484111289591355,0.007554870955453442,39.9895604250753,0.0
intent_2,~~,intent_2,0.13629274942971903,0.14138952999692245,0.006273885897372377,21.72381704695605,0.0
intent_3,~~,intent_3,0.23135393250902436,0.24273405769658118,0.0068382892894821995,33.83213588682653,0.0
